Date,FECRX,SGIIX,FEBIX,FEREX,FEGIX,FEHIX,SGOIX,FERLX,FEAIX,FDUIX,FESCX,FESMX,FEVIX,HYG,LQD,SGOV,URTH,AGG
2016-01-31,-0.004118769564322111,-0.03394768986328067,-0.03200767480101152,-0.064485752213442,0.023176052317171125,-0.03703980161718856,-0.03705371164457605,-0.006075567750170929,-0.08539335493814881,0.008663475000652676,-0.06368339447255933,-0.055914515990418856,-0.030645332644123613,-0.01600881573023749,0.0012280084717255502,0.00021851293925556625,-0.0610631277242758,0.012406524720349754
2016-02-29,0.00017512813306352903,0.019678719788711163,0.0030054129175844935,0.06626695206785738,0.24664431250886287,-0.005768637028121137,0.017153605045810094,0.0011364315568624939,0.010749461600652266,0.0017666779087812667,0.015030283215563323,0.013152800627880046,0.019966837304167928,0.014968257963247522,0.010517129780445833,0.0,-0.005814913437163671,0.008870852614005997
2016-03-31,0.018627442455472876,0.05120139864461293,0.0630237967425249,0.09213007872731449,0.03970392943868628,0.06115500358057524,0.05332734188591348,0.031047175711839348,0.048617332862481266,0.006666832302799186,0.08935906600807186,0.08602753573950461,0.0565525217005427,0.025471114295238184,0.03614567241587974,0.0,0.06772357188303735,0.008746836635624478
2016-04-30,0.010293446622873681,0.03428238803693184,0.029411564558822656,0.10866465434694117,0.2019417273089832,0.04786657056952115,0.03678047543991969,0.02030371680801779,-0.01622684684740261,0.01639256562110125,0.02100491385386216,0.011373970795649724,0.027277301388487496,0.0312255442961773,0.015545597853974469,0.0004382581490636195,0.010667502567185627,0.002548955653003837
2016-05-31,0.010357126453482968,-0.009056311064195688,-0.011059281619419603,-0.05829277079450379,-0.09800763016901726,0.011778169683602124,-0.016694579958405953,0.003275587163480864,0.005596280547504717,0.005581431755042665,0.014035879056232048,0.023246215840292628,0.0,0.001701640482670852,-0.005124644974863424,0.0,0.008130048904799292,0.00013542361694351968
2016-06-30,-0.002305493013116,0.007676817971486782,0.010485262560834263,0.029432598957857214,0.20477629661543628,0.010083412698921768,0.006791318372016741,-0.00020456393225753988,-0.028705492111899433,0.016113870331328384,0.001441286591501667,0.0052109295492817065,0.0020040966570213925,0.01793062420158864,0.030943774675246782,-0.00021887994720748427,-0.007492203221711513,0.019352075845658012
2016-07-31,0.01086425979770378,0.035915075203379,0.028917313612139672,0.04068973424937572,0.07631317650270719,0.01790657289333364,0.0333051089954306,0.014302764603901785,0.0527747042032396,0.0026565705482517465,0.04643438269387601,0.04143551141654922,0.031999910326524716,0.01313137848948176,0.012915563225090132,0.00043775362037679066,0.04154054062876411,0.0054441921134849025
2016-08-31,0.005667584533431302,-0.00035016018037425933,0.0036269514025881744,-0.01087496922136666,-0.12384901127847892,0.01952051755000328,-0.005303916332051184,0.005531180885717246,0.011744346946785722,0.0054940389472548645,0.007259726918512843,0.004949143008434964,0.0038760284520531485,0.019676227647932976,0.0018032219310386566,0.0,0.0033236300102277294,-0.0021537616129517767
2016-09-30,0.005379616148432742,0.0042039841532213185,0.009184183537934487,0.024083735884928625,0.02837623993971472,0.010964402496175474,0.006562897835954651,0.0033793056196893545,0.003680845112174591,-0.0020709420369446896,0.002946264718975966,-0.005947541379367927,0.0014479404020992792,0.01078386606003523,-0.003156661888762402,0.00021852587000270596,0.0028987299977853986,0.0005157115760368036
2016-10-31,0.004011020176647007,-0.010988934418316054,-0.011722726345519852,-0.0010226692928768655,-0.060807542778197665,0.01336443314530844,-0.005705140813292875,0.002287034322821402,-0.048800953864866936,-0.0068181422681034,-0.0291885478041628,-0.026759387542333868,-0.017831332118306564,-0.009830212877293354,-0.015285281915226268,0.00021878426157462272,-0.0211945831649335,-0.008171124475756297
2016-11-30,0.0017177464205819781,0.001410768509779503,-0.011860507516061602,0.040685686808004995,-0.12731209458362347,-0.0044189445114241055,-0.03524576145021918,0.001357855719397838,0.03795912760613218,-0.032727819016202586,0.10211281349716272,0.07936498115156776,0.04219816723381853,0.00018752521154263846,-0.03167547096668899,-0.00043716674325156024,0.016732190632035238,-0.025655396037191802
2016-12-31,0.01195732763721713,0.051612329563558434,0.021372255799186668,0.019785569627835065,-0.00311730577742253,0.017977246843179806,0.031601370318434574,0.012976407428597403,0.06509953299886106,0.0037777884298533237,0.02859539334882255,0.022173212037397194,0.09763080918662626,0.018388297737375048,0.008391955194031686,0.00021852587000270596,0.020767055740029683,0.002541674903113078
2017-01-31,0.0004211552588346823,0.02734435641945887,0.019107304870855213,0.053541149758809636,0.100062622797229,0.011093735238971503,0.03501095209668037,0.00042331873542766907,0.034777496084657855,0.005756271205874963,0.006528901877019377,0.017116180108700307,0.015735895028472724,0.009127019630471356,0.0014506326939573988,0.00043807874763990284,0.027777823768872167,0.0021284586659731097
2017-02-28,0.005385351109733039,0.015184178909548818,0.010715393877419599,-0.0200973014105289,-0.005685108812014561,0.0033199465931630368,0.01057079555764795,0.005942294376725554,0.028891564506042133,0.008702751596139313,0.02011677993480432,0.025449732024438676,0.019989914227994898,0.015318188676164413,0.013210175839720284,0.0005024530541464234,0.026228346996018947,0.006459059304007475
2017-03-31,0.00179075121369765,0.011437426096096326,0.016571095629154486,0.0023576790847246176,-0.0011434746119172168,0.002338678330462418,0.017991571350639557,-0.0019217412062634276,0.01060161361552514,0.006688188742163259,-0.007193149401219623,-0.003991956119225981,0.003429740647153512,-0.0014328679500371644,-0.0029514866179927157,-0.00017443472088951584,0.010249131225577246,-0.000553564515759164
