Date,FECRX,SGIIX,FEBIX,FEREX,FEGIX,FEHIX,SGOIX,FERLX,FEAIX,FDUIX,FESCX,FESMX,FEVIX,HYG,LQD,SGOV,URTH,AGG
2015-12-01,12.920164769880444,20.74492835998535,6.669660568237305,5.097588889960783,10.796293258666992,5.131292819976807,11.497075080871582,16.873813157089693,5.24033784866333,7.546102858875241,5.289077609657624,4.975919669718658,3.824214458465576,48.829933166503906,82.12396240234375,81.44865556482871,59.37090301513672,82.58382415771484
2015-12-02,12.898061386239787,20.559297561645508,6.631977558135986,5.014021106117438,10.66054630279541,5.131292819976807,11.416850090026855,16.918394526388024,5.169239521026611,7.546102858875241,5.219861544187943,4.919858441911025,3.782933235168457,48.73019790649414,81.92648315429688,81.44865556482871,59.06605529785156,82.48516082763672
2015-12-03,12.909115444893503,20.43553924560547,6.619418621063232,4.978834965067959,10.751043319702148,5.125396728515625,11.416850090026855,16.940684606609608,5.124629497528076,7.531218758950621,5.146629342357533,4.8377943275073765,3.745403289794922,48.60115432739258,80.84046936035156,81.46645314995459,58.505794525146484,81.87801361083984
2015-12-04,12.958843561101544,20.67145347595215,6.6382575035095215,4.989096890689891,11.167330741882324,5.113598823547363,11.472003936767578,16.933259818241424,5.204091548919678,7.531218758950621,5.19327798355655,4.898245794883088,3.8073270320892334,48.489688873291016,81.27770233154297,81.46645314995459,59.379146575927734,82.14363861083984
2015-12-07,12.936742070927597,20.509017944335938,6.600574970245361,4.860081838861801,10.805341720581055,5.095907688140869,11.416850090026855,16.881253660574906,5.151115417480469,7.538661569003827,5.124561157639184,4.84657405347154,3.7679214477539062,48.14945983886719,81.41875457763672,81.46645314995459,58.925987243652344,82.2650375366211
2015-12-08,12.862134748881857,20.358184814453125,6.556614875793457,4.750125447589678,10.66054630279541,5.066418647766113,11.341641426086426,16.72522068131349,5.120447635650635,7.546102858875241,5.079419690391668,4.816516088845923,3.736021041870117,47.55107116699219,81.31294250488281,81.44865556482871,58.36573028564453,82.29544830322266
2015-12-09,12.898061386239787,20.26923370361328,6.550332546234131,4.794108722916525,10.714844703674316,5.0487213134765625,11.316570281982422,16.69549855959278,5.095353603363037,7.553539081474015,5.0327753040752,4.7574169417900745,3.7097513675689697,47.7974853515625,81.29177856445312,81.43084133866952,58.027923583984375,82.29544830322266
2015-12-10,12.86766461840878,20.26150131225586,6.531492710113525,4.820497729688635,10.73294448852539,5.0310282707214355,11.30654239654541,16.72522068131349,5.093960285186768,7.553539081474015,5.040298881949786,4.768224583355036,3.7135043144226074,47.59801483154297,81.10136413574219,81.44865556482871,58.060890197753906,82.28028106689453
2015-12-11,12.782011758309519,19.994651794433594,6.462408542633057,4.694413059236338,10.796293258666992,4.9838433265686035,11.181191444396973,16.56176170482873,5.000555992126465,7.568426221762218,4.947505093986616,4.7003438274050335,3.6590869426727295,46.64771270751953,81.24241638183594,81.46645314995459,56.95683670043945,82.48516082763672
2015-12-14,12.743320659554804,19.967578887939453,6.412167072296143,4.644567423784573,10.380006790161133,4.93076229095459,11.141079902648926,16.39828701322694,4.99079704284668,7.553539081474015,4.9098895684373245,4.673325288371625,3.6534578800201416,46.24292755126953,80.64299774169922,81.46645314995459,57.12161636352539,82.09810638427734
